VIDEOA,DESCA,VIDEOB,DESCB,VIDEOC,DESCC,VIDEOD,DESCD,VIDEOE,DESCE
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121223.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121237.mp4,"The purple block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121251.mp4,"The purple block right of the green block, in front of the red block and in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121305.mp4,"This purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121319.mp4,"This purple block in front of the plate and in front of the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121333.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121347.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121401.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121415.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121428.mp4,"This green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121442.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121456.mp4,"The green block right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121510.mp4,"The green block right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121524.mp4,"That green block right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121538.mp4,"That green block right of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121552.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121606.mp4,"The red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121620.mp4,"The red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121634.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121648.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121702.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121715.mp4,"The purple block right of the knife and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121729.mp4,"The purple block right of the knife and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121744.mp4,"That purple block right of the knife and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121758.mp4,"That purple block right of the plate and right of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121815.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121830.mp4,"The red block right of the plate and behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121844.mp4,"The red block behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121858.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121912.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121926.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121940.mp4,"The purple block right of the plate and in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-121954.mp4,"The purple block in front of the green block and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122009.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122023.mp4,"This purple block right of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122037.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122051.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122105.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122119.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122133.mp4,"That green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122147.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122201.mp4,"The green block right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122215.mp4,"The green block right of the cup and behind the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122229.mp4,"That green block behind the purple block and right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122244.mp4,"That green block behind the purple block and right of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122258.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122312.mp4,"The red block in front of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122326.mp4,"The red block in front of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122340.mp4,"That red block in front of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122354.mp4,"This red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122408.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122422.mp4,"The purple block behind the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122436.mp4,"The purple block behind the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122450.mp4,"That purple block behind the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122505.mp4,"That purple block behind the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122522.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122537.mp4,"The red block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122551.mp4,"The red block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122605.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122619.mp4,"This red block in front of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122633.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122647.mp4,"The purple block in front of the cup and in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122701.mp4,"The purple block in front of the red block and in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122715.mp4,"That purple block in front of the cup and in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122730.mp4,"This purple block in front of the red block and in front of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122744.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122758.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122811.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122825.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122840.mp4,"That green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122854.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122908.mp4,"The green block left of the knife and left of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122922.mp4,"The green block left of the purple block and left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122936.mp4,"This green block left of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-122950.mp4,"That green block left of the purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123004.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123018.mp4,"The red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123032.mp4,"The red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123046.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123100.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123114.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123129.mp4,"The purple block right of the green block and right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123143.mp4,"The purple block right of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123158.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123212.mp4,"This purple block right of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123230.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123244.mp4,"The red block left of the green block and in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123259.mp4,"The red block in front of the other red block and in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123313.mp4,"This red block left of the green block and in front of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123327.mp4,"This red block left of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123341.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123355.mp4,"The purple block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123409.mp4,"The purple block right of the cup and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123423.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123437.mp4,"That purple block right of the knife and right of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123452.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123506.mp4,"The green block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123520.mp4,"The green block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123534.mp4,"This green block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123548.mp4,"This green block in front of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123602.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123616.mp4,"The green block right of the purple block and right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123630.mp4,"The green block right of the purple block and right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123644.mp4,"That green block right of the red block and right of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123659.mp4,"That green block right of the purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123713.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123727.mp4,"The red block behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123741.mp4,"The red block behind the other red block, right of the knife and in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123756.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123810.mp4,"That red block right of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123824.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123838.mp4,"The purple block in front of the cup and left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123852.mp4,"The purple block left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123907.mp4,"That purple block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123921.mp4,"That purple block left of the green block and in front of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123938.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-123953.mp4,"The red block behind the cup and right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124007.mp4,"The red block behind the cup and right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124022.mp4,"That red block behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124036.mp4,"That red block behind the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124050.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124104.mp4,"The purple block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124118.mp4,"The purple block right of the knife and in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124132.mp4,"That purple block right of the knife and in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124147.mp4,"That purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124200.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124214.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124228.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124242.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124256.mp4,"That green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124311.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124324.mp4,"The green block left of the cup and left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124339.mp4,"The green block left of the cup and left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124353.mp4,"That green block left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124407.mp4,"This green block left of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124421.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124435.mp4,"The red block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124450.mp4,"The red block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124504.mp4,"That red block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124518.mp4,"That red block left of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124532.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124546.mp4,"The purple block in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124601.mp4,"The purple block in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124615.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124629.mp4,"This purple block in front of the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124646.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124701.mp4,"The red block left of the knife and behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124715.mp4,"The red block left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124730.mp4,"That red block left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124744.mp4,"That red block left of the knife and behind the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124758.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124812.mp4,"The purple block left of the cup and right of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124826.mp4,"The purple block right of the green block and left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124840.mp4,"This purple block left of the cup and right of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124855.mp4,"That purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124909.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124923.mp4,"The green block left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124937.mp4,"The green block left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-124951.mp4,"That green block left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125005.mp4,"That green block left of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125019.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125033.mp4,"The green block left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125048.mp4,"The green block left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125102.mp4,"That green block left of the purple block and left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125117.mp4,"That green block left of the cup and behind the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125131.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125145.mp4,"The red block in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125200.mp4,"The red block in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125214.mp4,"That red block in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125228.mp4,"That red block in front of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125243.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125257.mp4,"The purple block behind the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125311.mp4,"The purple block behind the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125325.mp4,"That purple block behind the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125340.mp4,"That purple block behind the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125357.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125412.mp4,"The red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125426.mp4,"The red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125440.mp4,"This red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125455.mp4,"This red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125509.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125522.mp4,"The purple block left of the plate and in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125537.mp4,"The purple block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125551.mp4,"That purple block left of the plate and in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125606.mp4,"This purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125620.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125634.mp4,"The green block left of the plate and left of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125648.mp4,"The green block left of the other green block and left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125702.mp4,"That green block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125717.mp4,"This green block left of the other green block and left of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125731.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125745.mp4,"The green block right of the plate and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125800.mp4,"The green block right of the other green block and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125814.mp4,"That green block right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125829.mp4,"That green block right of the plate and right of the other green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125843.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125857.mp4,"The red block left of the knife and left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125911.mp4,"The red block left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125925.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125940.mp4,"That red block left of the knife and left of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-125954.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-130008.mp4,"The purple block in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-130023.mp4,"The purple block in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-130037.mp4,"This purple block in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-130051.mp4,"That purple block in front of the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142156.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142212.mp4,"The red block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142226.mp4,"The red block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142240.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142253.mp4,"That red block in front of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142307.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142321.mp4,"The purple block behind the knife, left of the plate and right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142335.mp4,"The purple block right of the cup and left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142350.mp4,"That purple block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142404.mp4,"That purple block right of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142417.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142431.mp4,"The green block in front of the plate and right of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142445.mp4,"The green block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142459.mp4,"This green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142513.mp4,"That green block right of the purple block, in front of the plate and right of the other green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142528.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142541.mp4,"The green block left of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142555.mp4,"The green block left of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142610.mp4,"This green block left of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142624.mp4,"This green block left of the other green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142638.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142651.mp4,"The red block right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142705.mp4,"The red block in front of the plate and right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142720.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142734.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142748.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142802.mp4,"The purple block left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142816.mp4,"The purple block in front of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142830.mp4,"This purple block left of the green block and in front of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142844.mp4,"That purple block in front of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142901.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142915.mp4,"The red block behind the cup and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142930.mp4,"The red block right of the plate and behind the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142944.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-142958.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143012.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143026.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143040.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143054.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143108.mp4,"That purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143122.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143135.mp4,"The green block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143150.mp4,"The green block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143204.mp4,"This green block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143218.mp4,"That green block in front of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143232.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143246.mp4,"The green block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143300.mp4,"The green block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143314.mp4,"That green block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-143328.mp4,"That green block in front of the cup."
