HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.VIDEOA,Input.DESCA,Input.VIDEOB,Input.DESCB,Input.VIDEOC,Input.DESCC,Input.VIDEOD,Input.DESCD,Input.VIDEOE,Input.DESCE,Answer.A-rank,Answer.B-rank,Answer.C-rank,Answer.D-rank,Answer.E-rank,Answer.input-desc,Approve,Reject
3LG268AV386QJPYM6E83S2U5GASREK,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:02 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:45 PST 2019,,,3TY7ZAOG5FK7RF4RYP5TUK29CRGK04,A2ZKCN02NX2CS1,Approved,Tue Jan 08 11:52:01 PST 2019,Tue Jan 08 11:55:19 PST 2019,Fri Jan 11 11:55:19 PST 2019,Tue Jan 08 17:12:57 PST 2019,,,198,100% (4/4),100% (4/4),100% (4/4),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195304.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195317.mp4,"The green block right of the other green block, right of the red block and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195332.mp4,"The green block right of the plate, right of the red block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195346.mp4,That green block right of the red block and right of the other green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195401.mp4,That green block.,1,3,4,2,5,That green block.,,
3LG268AV386QJPYM6E83S2U5GASREK,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:02 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:45 PST 2019,,,3UOUJI6MTDETR1FEVFY29LYIOPYUX5,A2UF26QQNQOFCZ,Approved,Tue Jan 08 11:49:20 PST 2019,Tue Jan 08 12:00:18 PST 2019,Fri Jan 11 12:00:18 PST 2019,Tue Jan 08 17:04:05 PST 2019,,,658,93% (56/60),93% (56/60),93% (56/60),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195304.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195317.mp4,"The green block right of the other green block, right of the red block and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195332.mp4,"The green block right of the plate, right of the red block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195346.mp4,That green block right of the red block and right of the other green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195401.mp4,That green block.,1,3,4,5,5,The blue block behind the cup.,,
3LG268AV386QJPYM6E83S2U5GASREK,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:02 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:45 PST 2019,,,3WAKVUDHUWGZCM9ND2U4FMLUMVAU7Z,A121DO2TIST9HD,Approved,Tue Jan 08 11:22:41 PST 2019,Tue Jan 08 11:37:53 PST 2019,Fri Jan 11 11:37:53 PST 2019,Tue Jan 08 16:38:07 PST 2019,,,912,81% (26/32),81% (26/32),81% (26/32),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195304.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195317.mp4,"The green block right of the other green block, right of the red block and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195332.mp4,"The green block right of the plate, right of the red block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195346.mp4,That green block right of the red block and right of the other green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195401.mp4,That green block.,2,2,1,4,5,,,
3LG268AV386QJPYM6E83S2U5GASREK,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:02 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:45 PST 2019,,,3X73LLYYQ1EJALVQTA4US4IUS3MHN7,AVHC83KXLJUOW,Approved,Tue Jan 08 11:48:32 PST 2019,Tue Jan 08 11:52:39 PST 2019,Fri Jan 11 11:52:39 PST 2019,Tue Jan 08 17:34:15 PST 2019,,,247,100% (11/11),100% (11/11),100% (11/11),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195304.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195317.mp4,"The green block right of the other green block, right of the red block and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195332.mp4,"The green block right of the plate, right of the red block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195346.mp4,That green block right of the red block and right of the other green block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-195401.mp4,That green block.,2,3,4,1,2,,,
3LOJFQ4BOXFZ4F7RKZOML8Q6L6XKDR,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:12 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:52 PST 2019,,,30X31N5D63Q1GBFHV0BOAC5W274AS1,A4RT8SPRCRYVN,Rejected,Tue Jan 08 12:12:59 PST 2019,Tue Jan 08 12:18:52 PST 2019,Fri Jan 11 12:18:52 PST 2019,,Tue Jan 08 17:22:38 PST 2019,"Your answer may have been rejected because:
1) More than 3 items were tied.
2) Rankings were not given as a number 1-5 (i.e., text, or numbers outside 1-5 range).
3) Rankings were 1-2-3-4-5 or 5-4-3-2-1 without specifying that this was intentional. If you do not specify, I must be cautious and assume you are a bot.
4) You copied text from a ""good example"" into the optional field. Please don't do this as it looks like a bot trying to game the system.",353,45% (23/51),45% (23/51),45% (23/51),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163037.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163050.mp4,The green block right of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163104.mp4,"The green block right of the red block, behind the purple block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163119.mp4,That green block behind the purple block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163133.mp4,That green block right of the cup.,2,1,4,5,3,"All options are ranked without too many ties, and a short optimal description is provided",,
3LOJFQ4BOXFZ4F7RKZOML8Q6L6XKDR,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:12 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:52 PST 2019,,,3570Y55XZPJZMO4TG6VNOK40HNHGY1,AAMTDI2AOL094,Approved,Tue Jan 08 12:13:53 PST 2019,Tue Jan 08 12:23:36 PST 2019,Fri Jan 11 12:23:36 PST 2019,Tue Jan 08 17:27:37 PST 2019,,,583,73% (8/11),73% (8/11),73% (8/11),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163037.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163050.mp4,The green block right of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163104.mp4,"The green block right of the red block, behind the purple block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163119.mp4,That green block behind the purple block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163133.mp4,That green block right of the cup.,5,4,3,2,1,,,
3LOJFQ4BOXFZ4F7RKZOML8Q6L6XKDR,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:12 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:52 PST 2019,,,39K0FND3AHFYIG2CB3F2Y36QALOMA9,A2XGOBIWUDYLOT,Rejected,Tue Jan 08 17:09:53 PST 2019,Tue Jan 08 17:12:23 PST 2019,Fri Jan 11 17:12:23 PST 2019,,Tue Jan 08 17:16:20 PST 2019,"Your answer may have been rejected because:
1) More than 3 items were tied.
2) Rankings were not given as a number 1-5 (i.e., text, or numbers outside 1-5 range).
3) Rankings were 1-2-3-4-5 or 5-4-3-2-1 without specifying that this was intentional. If you do not specify, I must be cautious and assume you are a bot.
4) You copied text from a ""good example"" into the optional field. Please don't do this as it looks like a bot trying to game the system.",150,6% (2/36),6% (2/36),6% (2/36),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163037.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163050.mp4,The green block right of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163104.mp4,"The green block right of the red block, behind the purple block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163119.mp4,That green block behind the purple block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163133.mp4,That green block right of the cup.,4,5,3,2,1,"All options are ranked without too many ties, and a short optimal description is provided",,
3LOJFQ4BOXFZ4F7RKZOML8Q6L6XKDR,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:12 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:52 PST 2019,,,3A1PQ49WVHHGWEO1ON6WVX5RP2IH10,A3E9HBHOGOP9JK,Approved,Tue Jan 08 11:54:25 PST 2019,Tue Jan 08 12:18:06 PST 2019,Fri Jan 11 12:18:06 PST 2019,Tue Jan 08 17:13:06 PST 2019,,,1421,100% (30/30),100% (30/30),100% (30/30),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163037.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163050.mp4,The green block right of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163104.mp4,"The green block right of the red block, behind the purple block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163119.mp4,That green block behind the purple block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163133.mp4,That green block right of the cup.,1,5,4,2,3,,,
3LOJFQ4BOXFZ4F7RKZOML8Q6L6XKDR,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:12 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:52 PST 2019,,,3AAJC4I4FGS9IG4ZKYI9Z45IF9YZJB,ACUP08LA7MJ4O,Approved,Tue Jan 08 11:50:57 PST 2019,Tue Jan 08 12:06:25 PST 2019,Fri Jan 11 12:06:25 PST 2019,Tue Jan 08 17:32:08 PST 2019,,,928,87% (34/39),87% (34/39),87% (34/39),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163037.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163050.mp4,The green block right of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163104.mp4,"The green block right of the red block, behind the purple block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163119.mp4,That green block behind the purple block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163133.mp4,That green block right of the cup.,3,2,3,2,3,,,
3LOJFQ4BOXFZ4F7RKZOML8Q6L6XKDR,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:12 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:52 PST 2019,,,3MH9DQ757WCI5FKO65YYLZYNLZ2UGD,A15VSLQP8AXQ9Q,Approved,Tue Jan 08 12:17:42 PST 2019,Tue Jan 08 12:24:19 PST 2019,Fri Jan 11 12:24:19 PST 2019,Tue Jan 08 16:38:14 PST 2019,,,397,85% (34/40),85% (34/40),85% (34/40),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163037.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163050.mp4,The green block right of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163104.mp4,"The green block right of the red block, behind the purple block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163119.mp4,That green block behind the purple block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163133.mp4,That green block right of the cup.,4,2,5,1,3,,,
3LOJFQ4BOXFZ4F7RKZOML8Q6L6XKDR,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:12 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:52 PST 2019,,,3SB4CE2TJVV9CS1GPAHB9KMOHLZXAN,A34POSQTSM1850,Rejected,Tue Jan 08 11:29:03 PST 2019,Tue Jan 08 11:46:56 PST 2019,Fri Jan 11 11:46:56 PST 2019,,Tue Jan 08 17:09:52 PST 2019,"Your answer may have been rejected because:
1) More than 3 items were tied.
2) Rankings were not given as a number 1-5 (i.e., text, or numbers outside 1-5 range).
3) Rankings were 1-2-3-4-5 or 5-4-3-2-1 without specifying that this was intentional. If you do not specify, I must be cautious and assume you are a bot.
4) You copied text from a ""good example"" into the optional field. Please don't do this as it looks like a bot trying to game the system.",1073,25% (12/48),25% (12/48),25% (12/48),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163037.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163050.mp4,The green block right of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163104.mp4,"The green block right of the red block, behind the purple block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163119.mp4,That green block behind the purple block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163133.mp4,That green block right of the cup.,5,1,4,3,1,The red block behind the cup.,,
3LOJFQ4BOXFZ4F7RKZOML8Q6L6XKDR,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:12 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:52 PST 2019,,,3WRFBPLXRAO4GDOREPFSOAHK9Y1N33,A3P2EXV8LIPUVI,Approved,Tue Jan 08 11:40:52 PST 2019,Tue Jan 08 11:51:38 PST 2019,Fri Jan 11 11:51:38 PST 2019,Tue Jan 08 17:19:54 PST 2019,,,646,100% (36/36),100% (36/36),100% (36/36),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163037.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163050.mp4,The green block right of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163104.mp4,"The green block right of the red block, behind the purple block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163119.mp4,That green block behind the purple block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163133.mp4,That green block right of the cup.,3,2,5,4,1,,,
3LOJFQ4BOXFZ4F7RKZOML8Q6L6XKDR,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:12 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:52 PST 2019,,,3Z7EFSHGN9EX57YE9OD2FFCCHOJCX3,A1N52WM88S6JXY,Approved,Tue Jan 08 11:25:33 PST 2019,Tue Jan 08 11:41:14 PST 2019,Fri Jan 11 11:41:14 PST 2019,Tue Jan 08 16:51:17 PST 2019,,,941,100% (65/65),100% (65/65),100% (65/65),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163037.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163050.mp4,The green block right of the red block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163104.mp4,"The green block right of the red block, behind the purple block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163119.mp4,That green block behind the purple block.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163133.mp4,That green block right of the cup.,5,2,1,3,4,The red block behind the cup.,,
3M67TQBQQHOHPCLOWS6V5Y4KP9OA9L,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:36 PST 2019,,,337RC3OW052Y4MNPMM5JUD5EVNULVW,AFASY2VX8PADR,Approved,Tue Jan 08 11:42:07 PST 2019,Tue Jan 08 11:59:49 PST 2019,Fri Jan 11 11:59:49 PST 2019,Tue Jan 08 17:32:10 PST 2019,,,1062,100% (29/29),100% (29/29),100% (29/29),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095746.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095802.mp4,The red block in front of the knife and right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095816.mp4,The red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095830.mp4,This red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095844.mp4,This red block.,5,3,4,2,1,The red block in front of the knife.,,
3M67TQBQQHOHPCLOWS6V5Y4KP9OA9L,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:36 PST 2019,,,3A1COHJ8NJVY7E8MN8FBA7SZ38MH8I,A1OL6SGGVGXH5J,Approved,Tue Jan 08 11:45:25 PST 2019,Tue Jan 08 12:00:07 PST 2019,Fri Jan 11 12:00:07 PST 2019,Tue Jan 08 16:54:23 PST 2019,,,882,100% (40/40),100% (40/40),100% (40/40),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095746.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095802.mp4,The red block in front of the knife and right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095816.mp4,The red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095830.mp4,This red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095844.mp4,This red block.,4,2,4,3,2,The green block next to the purple block,,
3M67TQBQQHOHPCLOWS6V5Y4KP9OA9L,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:36 PST 2019,,,3CFVK00FWLLDPW8OLEXBILPFETYL6Y,A1RP6UDL9FIKG8,Approved,Tue Jan 08 11:57:24 PST 2019,Tue Jan 08 12:01:59 PST 2019,Fri Jan 11 12:01:59 PST 2019,Tue Jan 08 16:54:32 PST 2019,,,275,92% (23/25),92% (23/25),92% (23/25),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095746.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095802.mp4,The red block in front of the knife and right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095816.mp4,The red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095830.mp4,This red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095844.mp4,This red block.,1,2,3,4,5,,,
3M67TQBQQHOHPCLOWS6V5Y4KP9OA9L,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:36 PST 2019,,,3E1QT0TDFP9Y39J6TQXWAJTE3L18I2,A2XGOBIWUDYLOT,Rejected,Tue Jan 08 11:46:13 PST 2019,Tue Jan 08 11:50:14 PST 2019,Fri Jan 11 11:50:14 PST 2019,,Tue Jan 08 17:09:35 PST 2019,"Your answer may have been rejected because:
1) More than 3 items were tied.
2) Rankings were not given as a number 1-5 (i.e., text, or numbers outside 1-5 range).
3) Rankings were 1-2-3-4-5 or 5-4-3-2-1 without specifying that this was intentional. If you do not specify, I must be cautious and assume you are a bot.
4) You copied text from a ""good example"" into the optional field. Please don't do this as it looks like a bot trying to game the system.",241,6% (2/36),6% (2/36),6% (2/36),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095746.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095802.mp4,The red block in front of the knife and right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095816.mp4,The red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095830.mp4,This red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095844.mp4,This red block.,1,2,3,4,5,,,
3M67TQBQQHOHPCLOWS6V5Y4KP9OA9L,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:36 PST 2019,,,3IRIK4HM3AKKMSEI814CF2ZSKLQ6CB,AAV3UOXN5TXAU,Approved,Tue Jan 08 11:42:07 PST 2019,Tue Jan 08 12:02:55 PST 2019,Fri Jan 11 12:02:55 PST 2019,Tue Jan 08 17:27:41 PST 2019,,,1248,100% (33/33),100% (33/33),100% (33/33),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095746.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095802.mp4,The red block in front of the knife and right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095816.mp4,The red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095830.mp4,This red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095844.mp4,This red block.,1,5,4,3,2,,,
3M67TQBQQHOHPCLOWS6V5Y4KP9OA9L,3KAKS2ULSEKK0JBALT7YP4TOEL1MTH,Rank descriptions of objects by naturalness,"View 5 videos of a virtual avatar describing or indicating an object in a scene, and rank the descriptions by which you think is most natural","object, description, ranking, referring, expression",$0.10,Tue Jan 08 11:20:07 PST 2019,9,BatchId:3493581;OriginalHitTemplateId:928390828;,1800,259200,Fri Jan 18 17:09:36 PST 2019,,,3LUY3GC63Z0MKH1RWGVA5GYVEFQP78,AUMY3AA0I92SR,Approved,Tue Jan 08 11:47:36 PST 2019,Tue Jan 08 11:51:51 PST 2019,Fri Jan 11 11:51:51 PST 2019,Tue Jan 08 17:34:14 PST 2019,,,255,100% (5/5),100% (5/5),100% (5/5),https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095746.mp4,,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095802.mp4,The red block in front of the knife and right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095816.mp4,The red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095830.mp4,This red block right of the cup.,https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-095844.mp4,This red block.,1,3,2,4,5,This red block,,
